"","subj","order","cond","item","questionRT","questionAcc","region","Xstart","Xend","Ystart","Yend","fixationtype","value","words","wordsLen","logValue","type","reg.name","lure.type","lure.match","cond.code"
"95091",32,230,1,6,3352,0,"4",61,68,0,0,"ff",297," motiva",7,5.6937321388027,"refl","precrit","np","match","np_match"
"95098",32,230,1,6,3352,0,"4",61,68,0,0,"tt",297," motiva",7,5.6937321388027,"refl","precrit","np","match","np_match"
"95099",32,230,1,6,3352,0,"4",61,68,0,0,"rr",NA," motiva",7,NA,"refl","precrit","np","match","np_match"
"95101",32,230,1,6,3352,0,"5",68,79,0,0,"ff",254,"ted himself",11,5.53733426701854,"refl","crit","np","match","np_match"
"95108",32,230,1,6,3352,0,"5",68,79,0,0,"tt",254,"ted himself",11,5.53733426701854,"refl","crit","np","match","np_match"
"95109",32,230,1,6,3352,0,"5",68,79,0,0,"rr",NA,"ted himself",11,NA,"refl","crit","np","match","np_match"
"95111",32,230,1,6,3352,0,"6",79,93,0,0,"ff",445," after several",14,6.09807428216624,"refl","spillover","np","match","np_match"
"95118",32,230,1,6,3352,0,"6",79,93,0,0,"tt",445," after several",14,6.09807428216624,"refl","spillover","np","match","np_match"
"95119",32,230,1,6,3352,0,"6",79,93,0,0,"rr",NA," after several",14,NA,"refl","spillover","np","match","np_match"
"95121",32,230,1,6,3352,0,"7",93,100,0,0,"ff",304," months",7,5.71702770140622,"refl","prefinal","np","match","np_match"
"95128",32,230,1,6,3352,0,"7",93,100,0,0,"tt",304," months",7,5.71702770140622,"refl","prefinal","np","match","np_match"
"95129",32,230,1,6,3352,0,"7",93,100,0,0,"rr",NA," months",7,NA,"refl","prefinal","np","match","np_match"
"95131",32,230,1,6,3352,0,"8",100,112,0,0,"ff",311," of service.",12,5.73979291217923,"refl","final","np","match","np_match"
"95138",32,230,1,6,3352,0,"8",100,112,0,0,"tt",311," of service.",12,5.73979291217923,"refl","final","np","match","np_match"
"95139",32,230,1,6,3352,0,"8",100,112,0,0,"rr",NA," of service.",12,NA,"refl","final","np","match","np_match"
"95281",36,27,2,3,8730,0,"1",0,25,0,0,"ff",192,"The skilled businesswoman",25,5.25749537202778,"refl","lure","np","mismatch","np_mismatch"
"95288",36,27,2,3,8730,0,"1",0,25,0,0,"tt",2249,"The skilled businesswoman",25,7.71824095195932,"refl","lure","np","mismatch","np_mismatch"
"95289",36,27,2,3,8730,0,"1",0,25,0,0,"rr",1798,"The skilled businesswoman",25,7.49443021503157,"refl","lure","np","mismatch","np_mismatch"
"95291",36,27,2,3,8730,0,"2",25,44,0,0,"ff",165," did not admit that",19,5.10594547390058,"refl","matrix.pred","np","mismatch","np_mismatch"
"95298",36,27,2,3,8730,0,"2",25,44,0,0,"tt",2547," did not admit that",19,7.84267147497946,"refl","matrix.pred","np","mismatch","np_mismatch"
"95299",36,27,2,3,8730,0,"2",25,44,0,0,"rr",1790," did not admit that",19,7.4899708988348,"refl","matrix.pred","np","mismatch","np_mismatch"
"95301",36,27,2,3,8730,0,"3",44,74,0,0,"ff",190," the inexperienced secretaries",30,5.24702407216049,"refl","target","np","mismatch","np_mismatch"
"95308",36,27,2,3,8730,0,"3",44,74,0,0,"tt",3603," the inexperienced secretaries",30,8.18952211074809,"refl","target","np","mismatch","np_mismatch"
"95309",36,27,2,3,8730,0,"3",44,74,0,0,"rr",2856," the inexperienced secretaries",30,7.95717732345947,"refl","target","np","mismatch","np_mismatch"
"95311",36,27,2,3,8730,0,"4",74,80,0,0,"ff",226," confu",6,5.42053499927229,"refl","precrit","np","mismatch","np_mismatch"
"95318",36,27,2,3,8730,0,"4",74,80,0,0,"tt",1620," confu",6,7.39018142822643,"refl","precrit","np","mismatch","np_mismatch"
"95319",36,27,2,3,8730,0,"4",74,80,0,0,"rr",1394," confu",6,7.23993259132047,"refl","precrit","np","mismatch","np_mismatch"
"95321",36,27,2,3,8730,0,"5",80,91,0,0,"ff",225,"sed himself",11,5.41610040220442,"refl","crit","np","mismatch","np_mismatch"
"95328",36,27,2,3,8730,0,"5",80,91,0,0,"tt",1643,"sed himself",11,7.40427911803727,"refl","crit","np","mismatch","np_mismatch"
"95329",36,27,2,3,8730,0,"5",80,91,0,0,"rr",1418,"sed himself",11,7.25700270709207,"refl","crit","np","mismatch","np_mismatch"
"95331",36,27,2,3,8730,0,"6",91,109,0,0,"ff",140," during the weekly",18,4.9416424226093,"refl","spillover","np","mismatch","np_mismatch"
"95338",36,27,2,3,8730,0,"6",91,109,0,0,"tt",2050," during the weekly",18,7.62559507213245,"refl","spillover","np","mismatch","np_mismatch"
"95339",36,27,2,3,8730,0,"6",91,109,0,0,"rr",1910," during the weekly",18,7.55485852104068,"refl","spillover","np","mismatch","np_mismatch"
"95431",36,27,2,3,8730,0,"7",109,116,0,0,"ff",154," office",7,5.03695260241363,"refl","prefinal","np","mismatch","np_mismatch"
"95438",36,27,2,3,8730,0,"7",109,116,0,0,"tt",891," office",7,6.79234442747081,"refl","prefinal","np","mismatch","np_mismatch"
"95439",36,27,2,3,8730,0,"7",109,116,0,0,"rr",662," office",7,6.49526555593701,"refl","prefinal","np","mismatch","np_mismatch"
"95441",36,27,2,3,8730,0,"8",116,125,0,0,"ff",140," meeting.",9,4.9416424226093,"refl","final","np","mismatch","np_mismatch"
"95448",36,27,2,3,8730,0,"8",116,125,0,0,"tt",263," meeting.",9,5.57215403217776,"refl","final","np","mismatch","np_mismatch"
"95449",36,27,2,3,8730,0,"8",116,125,0,0,"rr",123," meeting.",9,4.81218435537242,"refl","final","np","mismatch","np_mismatch"
"95571",36,51,3,8,10686,0,"1",0,17,0,0,"ff",191,"No pious nobleman",17,5.25227342804663,"refl","lure","qp","match","qp_match"
"95578",36,51,3,8,10686,0,"1",0,17,0,0,"tt",1380,"No pious nobleman",17,7.22983877815125,"refl","lure","qp","match","qp_match"
"95579",36,51,3,8,10686,0,"1",0,17,0,0,"rr",858,"No pious nobleman",17,6.75460409948796,"refl","lure","qp","match","qp_match"
"95581",36,51,3,8,10686,0,"2",17,36,0,0,"ff",239," would believe that",19,5.47646355193151,"refl","matrix.pred","qp","match","qp_match"
"95588",36,51,3,8,10686,0,"2",17,36,0,0,"tt",1886," would believe that",19,7.5422134631934,"refl","matrix.pred","qp","match","qp_match"
"95589",36,51,3,8,10686,0,"2",17,36,0,0,"rr",1216," would believe that",19,7.10332206252611,"refl","matrix.pred","qp","match","qp_match"
"95601",36,51,3,8,10686,0,"3",36,48,0,0,"ff",198," devout nuns",12,5.28826703069454,"refl","target","qp","match","qp_match"
"95608",36,51,3,8,10686,0,"3",36,48,0,0,"tt",1321," devout nuns",12,7.18614430452233,"refl","target","qp","match","qp_match"
"95609",36,51,3,8,10686,0,"3",36,48,0,0,"rr",1123," devout nuns",12,7.02375895473844,"refl","target","qp","match","qp_match"
"95611",36,51,3,8,10686,0,"4",48,59,0,0,"ff",189," would forg",11,5.24174701505964,"refl","precrit","qp","match","qp_match"
"95618",36,51,3,8,10686,0,"4",48,59,0,0,"tt",791," would forg",11,6.67329796776765,"refl","precrit","qp","match","qp_match"
"95619",36,51,3,8,10686,0,"4",48,59,0,0,"rr",352," would forg",11,5.8636311755981,"refl","precrit","qp","match","qp_match"
"95621",36,51,3,8,10686,0,"5",59,70,0,0,"ff",169,"ive himself",11,5.12989871492307,"refl","crit","qp","match","qp_match"
"95628",36,51,3,8,10686,0,"5",59,70,0,0,"tt",494,"ive himself",11,6.20253551718792,"refl","crit","qp","match","qp_match"
"95629",36,51,3,8,10686,0,"5",59,70,0,0,"rr",325,"ive himself",11,5.78382518232974,"refl","crit","qp","match","qp_match"
"95631",36,51,3,8,10686,0,"6",70,81,0,0,"ff",154," for secret",11,5.03695260241363,"refl","spillover","qp","match","qp_match"
"95638",36,51,3,8,10686,0,"6",70,81,0,0,"tt",1972," for secret",11,7.58680353516258,"refl","spillover","qp","match","qp_match"
"95639",36,51,3,8,10686,0,"6",70,81,0,0,"rr",1385," for secret",11,7.23345541862144,"refl","spillover","qp","match","qp_match"
"95641",36,51,3,8,10686,0,"7",81,89,0,0,"ff",213," affairs",8,5.36129216570943,"refl","prefinal","qp","match","qp_match"
"95648",36,51,3,8,10686,0,"7",81,89,0,0,"tt",963," affairs",8,6.87005341179813,"refl","prefinal","qp","match","qp_match"
"95649",36,51,3,8,10686,0,"7",81,89,0,0,"rr",750," affairs",8,6.62007320653036,"refl","prefinal","qp","match","qp_match"
"95651",36,51,3,8,10686,0,"8",89,102,0,0,"ff",281," in the town.",13,5.63835466933375,"refl","final","qp","match","qp_match"
"95658",36,51,3,8,10686,0,"8",89,102,0,0,"tt",995," in the town.",13,6.90274273715859,"refl","final","qp","match","qp_match"
"95659",36,51,3,8,10686,0,"8",89,102,0,0,"rr",714," in the town.",13,6.57088296233958,"refl","final","qp","match","qp_match"
"95661",36,147,4,5,3184,1,"1",0,17,0,0,"ff",243,"No royal princess",17,5.49306144334055,"refl","lure","qp","mismatch","qp_mismatch"
"95668",36,147,4,5,3184,1,"1",0,17,0,0,"tt",463,"No royal princess",17,6.13772705408623,"refl","lure","qp","mismatch","qp_mismatch"
"95669",36,147,4,5,3184,1,"1",0,17,0,0,"rr",220,"No royal princess",17,5.39362754635236,"refl","lure","qp","mismatch","qp_mismatch"
"95671",36,147,4,5,3184,1,"2",17,37,0,0,"ff",351," would tolerate that",20,5.86078622346587,"refl","matrix.pred","qp","mismatch","qp_mismatch"
"95678",36,147,4,5,3184,1,"2",17,37,0,0,"tt",1383," would tolerate that",20,7.23201033166476,"refl","matrix.pred","qp","mismatch","qp_mismatch"
"95679",36,147,4,5,3184,1,"2",17,37,0,0,"rr",655," would tolerate that",20,6.48463523563525,"refl","matrix.pred","qp","mismatch","qp_mismatch"
"95731",36,147,4,5,3184,1,"3",37,50,0,0,"ff",141," palace maids",13,4.94875989037817,"refl","target","qp","mismatch","qp_mismatch"
"95738",36,147,4,5,3184,1,"3",37,50,0,0,"tt",930," palace maids",13,6.8351845861473,"refl","target","qp","mismatch","qp_mismatch"
"95739",36,147,4,5,3184,1,"3",37,50,0,0,"rr",552," palace maids",13,6.31354804627709,"refl","target","qp","mismatch","qp_mismatch"
"95741",36,147,4,5,3184,1,"4",50,57,0,0,"ff",324," embarr",7,5.78074351579233,"refl","precrit","qp","mismatch","qp_mismatch"
"95748",36,147,4,5,3184,1,"4",50,57,0,0,"tt",324," embarr",7,5.78074351579233,"refl","precrit","qp","mismatch","qp_mismatch"
"95749",36,147,4,5,3184,1,"4",50,57,0,0,"rr",NA," embarr",7,NA,"refl","precrit","qp","mismatch","qp_mismatch"
"95751",36,147,4,5,3184,1,"5",57,68,0,0,"ff",230,"ass himself",11,5.4380793089232,"refl","crit","qp","mismatch","qp_mismatch"
"95758",36,147,4,5,3184,1,"5",57,68,0,0,"tt",230,"ass himself",11,5.4380793089232,"refl","crit","qp","mismatch","qp_mismatch"
"95759",36,147,4,5,3184,1,"5",57,68,0,0,"rr",NA,"ass himself",11,NA,"refl","crit","qp","mismatch","qp_mismatch"
"95761",36,147,4,5,3184,1,"6",68,88,0,0,"ff",202," during a ceremonial",20,5.30826769740121,"refl","spillover","qp","mismatch","qp_mismatch"
"95768",36,147,4,5,3184,1,"6",68,88,0,0,"tt",509," during a ceremonial",20,6.23244801655052,"refl","spillover","qp","mismatch","qp_mismatch"
"95769",36,147,4,5,3184,1,"6",68,88,0,0,"rr",NA," during a ceremonial",20,NA,"refl","spillover","qp","mismatch","qp_mismatch"
"95771",36,147,4,5,3184,1,"7",88,94,0,0,"ff",263," visit",6,5.57215403217776,"refl","prefinal","qp","mismatch","qp_mismatch"
"95778",36,147,4,5,3184,1,"7",88,94,0,0,"tt",263," visit",6,5.57215403217776,"refl","prefinal","qp","mismatch","qp_mismatch"
"95779",36,147,4,5,3184,1,"7",88,94,0,0,"rr",NA," visit",6,NA,"refl","prefinal","qp","mismatch","qp_mismatch"
"95781",36,147,4,5,3184,1,"8",94,119,0,0,"ff",172," of a foreign ambassador.",25,5.14749447681345,"refl","final","qp","mismatch","qp_mismatch"
"95788",36,147,4,5,3184,1,"8",94,119,0,0,"tt",510," of a foreign ambassador.",25,6.23441072571837,"refl","final","qp","mismatch","qp_mismatch"
"95789",36,147,4,5,3184,1,"8",94,119,0,0,"rr",NA," of a foreign ambassador.",25,NA,"refl","final","qp","mismatch","qp_mismatch"
"95841",36,175,3,4,2659,1,"1",0,12,0,0,"ff",173,"No rock star",12,5.15329159449778,"refl","lure","qp","match","qp_match"
"95848",36,175,3,4,2659,1,"1",0,12,0,0,"tt",1414,"No rock star",12,7.25417784645652,"refl","lure","qp","match","qp_match"
"95849",36,175,3,4,2659,1,"1",0,12,0,0,"rr",1094,"No rock star",12,6.99759598298193,"refl","lure","qp","match","qp_match"
"95851",36,175,3,4,2659,1,"2",12,28,0,0,"ff",200," would deny that",16,5.29831736654804,"refl","matrix.pred","qp","match","qp_match"
"95858",36,175,3,4,2659,1,"2",12,28,0,0,"tt",4097," would deny that",16,8.31801027754687,"refl","matrix.pred","qp","match","qp_match"
"95859",36,175,3,4,2659,1,"2",12,28,0,0,"rr",3089," would deny that",16,8.03560269291858,"refl","matrix.pred","qp","match","qp_match"
"95861",36,175,3,4,2659,1,"3",28,45,0,0,"ff",138," excited groupies",17,4.92725368515721,"refl","target","qp","match","qp_match"
"95868",36,175,3,4,2659,1,"3",28,45,0,0,"tt",1426," excited groupies",17,7.26262860097424,"refl","target","qp","match","qp_match"
"95869",36,175,3,4,2659,1,"3",28,45,0,0,"rr",790," excited groupies",17,6.67203294546107,"refl","target","qp","match","qp_match"
"95871",36,175,3,4,2659,1,"4",45,50,0,0,"ff",544," exha",5,6.29894924685594,"refl","precrit","qp","match","qp_match"
"95878",36,175,3,4,2659,1,"4",45,50,0,0,"tt",955," exha",5,6.86171134048073,"refl","precrit","qp","match","qp_match"
"95879",36,175,3,4,2659,1,"4",45,50,0,0,"rr",411," exha",5,6.01859321449623,"refl","precrit","qp","match","qp_match"
"95881",36,175,3,4,2659,1,"5",50,61,0,0,"ff",148,"ust himself",11,4.99721227376411,"refl","crit","qp","match","qp_match"
"95888",36,175,3,4,2659,1,"5",50,61,0,0,"tt",736,"ust himself",11,6.60123011872888,"refl","crit","qp","match","qp_match"
"95889",36,175,3,4,2659,1,"5",50,61,0,0,"rr",588,"ust himself",11,6.37672694789863,"refl","crit","qp","match","qp_match"
"95891",36,175,3,4,2659,1,"6",61,73,0,0,"ff",NA," after a big",12,NA,"refl","spillover","qp","match","qp_match"
"95898",36,175,3,4,2659,1,"6",61,73,0,0,"tt",478," after a big",12,6.16961073249146,"refl","spillover","qp","match","qp_match"
"95899",36,175,3,4,2659,1,"6",61,73,0,0,"rr",478," after a big",12,6.16961073249146,"refl","spillover","qp","match","qp_match"
"95901",36,175,3,4,2659,1,"7",73,81,0,0,"ff",235," concert",8,5.45958551414416,"refl","prefinal","qp","match","qp_match"
"95908",36,175,3,4,2659,1,"7",73,81,0,0,"tt",422," concert",8,6.04500531403601,"refl","prefinal","qp","match","qp_match"
"95909",36,175,3,4,2659,1,"7",73,81,0,0,"rr",187," concert",8,5.23110861685459,"refl","prefinal","qp","match","qp_match"
"95911",36,175,3,4,2659,1,"8",81,114,0,0,"ff",166," by trying to get some attention.",33,5.11198778835654,"refl","final","qp","match","qp_match"
"95918",36,175,3,4,2659,1,"8",81,114,0,0,"tt",717," by trying to get some attention.",33,6.57507584059962,"refl","final","qp","match","qp_match"
"95919",36,175,3,4,2659,1,"8",81,114,0,0,"rr",NA," by trying to get some attention.",33,NA,"refl","final","qp","match","qp_match"
"95931",36,208,3,24,4899,1,"1",0,23,0,0,"ff",210,"No corrupt councilwoman",23,5.34710753071747,"refl","lure","qp","match","qp_match"
"95938",36,208,3,24,4899,1,"1",0,23,0,0,"tt",1081,"No corrupt councilwoman",23,6.98564181763921,"refl","lure","qp","match","qp_match"
"95939",36,208,3,24,4899,1,"1",0,23,0,0,"rr",351,"No corrupt councilwoman",23,5.86078622346587,"refl","lure","qp","match","qp_match"
"95941",36,208,3,24,4899,1,"2",23,42,0,0,"ff",215," would suggest that",19,5.37063802812766,"refl","matrix.pred","qp","match","qp_match"
"95948",36,208,3,24,4899,1,"2",23,42,0,0,"tt",1492," would suggest that",19,7.30787278076371,"refl","matrix.pred","qp","match","qp_match"
"95949",36,208,3,24,4899,1,"2",23,42,0,0,"rr",358," would suggest that",19,5.8805329864007,"refl","matrix.pred","qp","match","qp_match"
"95951",36,208,3,24,4899,1,"3",42,63,0,0,"ff",255," influential senators",21,5.54126354515843,"refl","target","qp","match","qp_match"
"95958",36,208,3,24,4899,1,"3",42,63,0,0,"tt",1176," influential senators",21,7.06987412845857,"refl","target","qp","match","qp_match"
"95959",36,208,3,24,4899,1,"3",42,63,0,0,"rr",581," influential senators",21,6.36475075685191,"refl","target","qp","match","qp_match"
"95961",36,208,3,24,4899,1,"4",63,64,0,0,"ff",292," ",1,5.67675380226828,"refl","precrit","qp","match","qp_match"
"95968",36,208,3,24,4899,1,"4",63,64,0,0,"tt",292," ",1,5.67675380226828,"refl","precrit","qp","match","qp_match"
"95969",36,208,3,24,4899,1,"4",63,64,0,0,"rr",NA," ",1,NA,"refl","precrit","qp","match","qp_match"
"95971",36,208,3,24,4899,1,"5",64,75,0,0,"ff",153,"put herself",11,5.03043792139244,"refl","crit","qp","match","qp_match"
"95978",36,208,3,24,4899,1,"5",64,75,0,0,"tt",153,"put herself",11,5.03043792139244,"refl","crit","qp","match","qp_match"
"95979",36,208,3,24,4899,1,"5",64,75,0,0,"rr",NA,"put herself",11,NA,"refl","crit","qp","match","qp_match"
"95981",36,208,3,24,4899,1,"6",75,97,0,0,"ff",213," through an exhaustive",22,5.36129216570943,"refl","spillover","qp","match","qp_match"
"95988",36,208,3,24,4899,1,"6",75,97,0,0,"tt",553," through an exhaustive",22,6.31535800152233,"refl","spillover","qp","match","qp_match"
"95989",36,208,3,24,4899,1,"6",75,97,0,0,"rr",159," through an exhaustive",22,5.06890420222023,"refl","spillover","qp","match","qp_match"
"95991",36,208,3,24,4899,1,"7",97,108,0,0,"ff",NA," background",11,NA,"refl","prefinal","qp","match","qp_match"
"95998",36,208,3,24,4899,1,"7",97,108,0,0,"tt",NA," background",11,NA,"refl","prefinal","qp","match","qp_match"
"95999",36,208,3,24,4899,1,"7",97,108,0,0,"rr",NA," background",11,NA,"refl","prefinal","qp","match","qp_match"
"96001",36,208,3,24,4899,1,"8",108,115,0,0,"ff",NA," check.",7,NA,"refl","final","qp","match","qp_match"
"96008",36,208,3,24,4899,1,"8",108,115,0,0,"tt",NA," check.",7,NA,"refl","final","qp","match","qp_match"
"96009",36,208,3,24,4899,1,"8",108,115,0,0,"rr",NA," check.",7,NA,"refl","final","qp","match","qp_match"
"96761",36,53,3,12,2159,1,"1",0,24,0,0,"ff",167,"No respectable gentleman",24,5.11799381241676,"refl","lure","qp","match","qp_match"
"96768",36,53,3,12,2159,1,"1",0,24,0,0,"tt",1905,"No respectable gentleman",24,7.5522372875608,"refl","lure","qp","match","qp_match"
"96769",36,53,3,12,2159,1,"1",0,24,0,0,"rr",1135,"No respectable gentleman",24,7.0343879299155,"refl","lure","qp","match","qp_match"
"96771",36,53,3,12,2159,1,"2",24,43,0,0,"ff",525," would mention that",19,6.26339826259162,"refl","matrix.pred","qp","match","qp_match"
"96778",36,53,3,12,2159,1,"2",24,43,0,0,"tt",3414," would mention that",19,8.13563990335439,"refl","matrix.pred","qp","match","qp_match"
"96779",36,53,3,12,2159,1,"2",24,43,0,0,"rr",1515," would mention that",19,7.32317071794347,"refl","matrix.pred","qp","match","qp_match"
"96851",36,53,3,12,2159,1,"3",43,59,0,0,"ff",223," rude waitresses",16,5.40717177146012,"refl","target","qp","match","qp_match"
"96858",36,53,3,12,2159,1,"3",43,59,0,0,"tt",1033," rude waitresses",16,6.94022246911964,"refl","target","qp","match","qp_match"
"96859",36,53,3,12,2159,1,"3",43,59,0,0,"rr",810," rude waitresses",16,6.69703424766648,"refl","target","qp","match","qp_match"
"96861",36,53,3,12,2159,1,"4",59,60,0,0,"ff",NA," ",1,NA,"refl","precrit","qp","match","qp_match"
"96868",36,53,3,12,2159,1,"4",59,60,0,0,"tt",298," ",1,5.6970934865054,"refl","precrit","qp","match","qp_match"
"96869",36,53,3,12,2159,1,"4",59,60,0,0,"rr",298," ",1,5.6970934865054,"refl","precrit","qp","match","qp_match"
"96871",36,53,3,12,2159,1,"5",60,71,0,0,"ff",130,"put himself",11,4.86753445045558,"refl","crit","qp","match","qp_match"
"96878",36,53,3,12,2159,1,"5",60,71,0,0,"tt",389,"put himself",11,5.96357934361845,"refl","crit","qp","match","qp_match"
"96879",36,53,3,12,2159,1,"5",60,71,0,0,"rr",259,"put himself",11,5.55682806169954,"refl","crit","qp","match","qp_match"
"96881",36,53,3,12,2159,1,"6",71,82,0,0,"ff",486," in awkward",11,6.18620862390049,"refl","spillover","qp","match","qp_match"
"96888",36,53,3,12,2159,1,"6",71,82,0,0,"tt",946," in awkward",11,6.85224256905188,"refl","spillover","qp","match","qp_match"
"96889",36,53,3,12,2159,1,"6",71,82,0,0,"rr",460," in awkward",11,6.13122648948314,"refl","spillover","qp","match","qp_match"
